Animal,Condition,Time Bin,Syllable,Experiment,Percentage
123.3,ELS,120.0,5,3,2.933333333333333
123.3,ELS,120.0,6,3,5.2
123.3,ELS,120.0,7,3,3.2
123.3,ELS,120.0,8,3,1.866666666666667
123.3,ELS,120.0,9,3,0.13333333333333333
123.3,ELS,120.0,12,3,3.4666666666666663
123.3,ELS,120.0,15,3,0.6666666666666667
123.3,ELS,120.0,17,3,11.066666666666666
123.3,ELS,120.0,22,3,2.0
123.3,ELS,120.0,25,3,6.133333333333333
123.3,ELS,120.0,31,3,0.5333333333333333
123.3,ELS,120.0,111,3,4.0
123.3,ELS,150.0,0,3,2.4
123.3,ELS,150.0,1,3,44.0
123.3,ELS,150.0,2,3,3.8666666666666667
123.3,ELS,150.0,3,3,6.0
123.3,ELS,150.0,6,3,16.0
123.3,ELS,150.0,7,3,4.133333333333333
123.3,ELS,150.0,9,3,1.3333333333333335
123.3,ELS,150.0,12,3,0.4
123.3,ELS,150.0,22,3,2.2666666666666666
123.3,ELS,150.0,25,3,4.933333333333334
123.3,ELS,150.0,27,3,9.333333333333334
123.3,ELS,150.0,28,3,2.533333333333333
123.3,ELS,150.0,111,3,2.8000000000000003
123.3,ELS,180.0,0,3,16.133333333333333
123.3,ELS,180.0,1,3,33.6
123.3,ELS,180.0,2,3,11.066666666666666
123.3,ELS,180.0,3,3,2.1333333333333333
123.3,ELS,180.0,4,3,4.266666666666667
123.3,ELS,180.0,5,3,5.733333333333333
123.3,ELS,180.0,6,3,5.333333333333334
123.3,ELS,180.0,7,3,4.133333333333333
123.3,ELS,180.0,9,3,1.2
123.3,ELS,180.0,11,3,0.8
123.3,ELS,180.0,15,3,0.13333333333333333
123.3,ELS,180.0,16,3,0.6666666666666667
123.3,ELS,180.0,21,3,0.4
123.3,ELS,180.0,23,3,2.2666666666666666
123.3,ELS,180.0,29,3,1.0666666666666667
123.3,ELS,180.0,32,3,4.533333333333333
123.3,ELS,180.0,111,3,6.533333333333332
123.3,ELS,210.0,0,3,54.53333333333333
123.3,ELS,210.0,1,3,5.6000000000000005
123.3,ELS,210.0,3,3,21.2
123.3,ELS,210.0,4,3,0.5333333333333333
123.3,ELS,210.0,5,3,0.6666666666666667
123.3,ELS,210.0,6,3,10.933333333333334
123.3,ELS,210.0,8,3,1.7333333333333332
123.3,ELS,210.0,19,3,2.8000000000000003
123.3,ELS,210.0,24,3,0.26666666666666666
123.3,ELS,210.0,31,3,1.0666666666666667
123.3,ELS,210.0,53,3,0.26666666666666666
123.3,ELS,210.0,111,3,0.4
123.3,ELS,240.0,0,3,39.2
123.3,ELS,240.0,1,3,15.6
123.3,ELS,240.0,3,3,29.46666666666667
123.3,ELS,240.0,5,3,0.13333333333333333
123.3,ELS,240.0,6,3,5.2
123.3,ELS,240.0,12,3,0.6666666666666667
123.3,ELS,240.0,27,3,9.733333333333333
123.3,ELS,270.0,0,3,21.066666666666666
123.3,ELS,270.0,1,3,20.933333333333334
123.3,ELS,270.0,3,3,29.06666666666667
123.3,ELS,270.0,4,3,1.2
123.3,ELS,270.0,5,3,15.6
123.3,ELS,270.0,6,3,2.0
123.3,ELS,270.0,7,3,1.7333333333333332
123.3,ELS,270.0,8,3,0.26666666666666666
123.3,ELS,270.0,15,3,0.5333333333333333
123.3,ELS,270.0,16,3,2.533333333333333
123.3,ELS,270.0,17,3,1.0666666666666667
123.3,ELS,270.0,21,3,0.4
123.3,ELS,270.0,23,3,1.7333333333333332
123.3,ELS,270.0,30,3,1.0666666666666667
123.3,ELS,270.0,31,3,0.5333333333333333
123.3,ELS,270.0,34,3,0.26666666666666666
123.3,ELS,300.0,0,3,58.53333333333334
123.3,ELS,300.0,1,3,3.2
123.3,ELS,300.0,3,3,22.933333333333334
123.3,ELS,300.0,4,3,7.866666666666666
123.3,ELS,300.0,5,3,2.666666666666667
123.3,ELS,300.0,9,3,0.6666666666666667
123.3,ELS,300.0,10,3,0.5333333333333333
123.3,ELS,300.0,28,3,2.666666666666667
123.3,ELS,300.0,34,3,0.9333333333333335
123.3,ELS,330.0,0,3,62.93333333333333
123.3,ELS,330.0,1,3,6.800000000000001
123.3,ELS,330.0,3,3,10.533333333333333
123.3,ELS,330.0,4,3,7.199999999999999
123.3,ELS,330.0,6,3,6.266666666666667
123.3,ELS,330.0,10,3,0.4
123.3,ELS,330.0,12,3,1.4666666666666666
123.3,ELS,330.0,17,3,0.8
123.3,ELS,330.0,32,3,3.5999999999999996
123.3,ELS,360.0,0,3,47.86666666666667
123.3,ELS,360.0,1,3,16.933333333333334
123.3,ELS,360.0,2,3,2.0
123.3,ELS,360.0,3,3,14.933333333333335
123.3,ELS,360.0,5,3,2.666666666666667
123.3,ELS,360.0,6,3,11.066666666666666
123.3,ELS,360.0,11,3,0.26666666666666666
123.3,ELS,360.0,16,3,1.2
123.3,ELS,360.0,19,3,1.6
123.3,ELS,360.0,23,3,1.4666666666666666
123.3,ELS,390.0,0,3,56.266666666666666
123.3,ELS,390.0,1,3,15.066666666666666
123.3,ELS,390.0,3,3,16.400000000000002
123.3,ELS,390.0,4,3,0.6666666666666667
123.3,ELS,390.0,5,3,4.133333333333333
123.3,ELS,390.0,8,3,0.13333333333333333
123.3,ELS,390.0,11,3,0.13333333333333333
123.3,ELS,390.0,16,3,1.4666666666666666
123.3,ELS,390.0,26,3,5.733333333333333
123.3,ELS,420.0,0,3,78.93333333333334
123.3,ELS,420.0,1,3,11.200000000000001
123.3,ELS,420.0,18,3,9.866666666666667
128.4,ELS,0.0,6,3,6.0
128.4,ELS,0.0,7,3,2.0
128.4,ELS,0.0,18,3,89.46666666666667
128.4,ELS,0.0,22,3,2.533333333333333
128.4,ELS,30.0,0,3,1.4666666666666666
128.4,ELS,30.0,1,3,19.466666666666665
128.4,ELS,30.0,2,3,1.3333333333333335
128.4,ELS,30.0,6,3,19.333333333333332
128.4,ELS,30.0,13,3,6.666666666666667
128.4,ELS,30.0,18,3,23.066666666666666
128.4,ELS,30.0,26,3,19.333333333333332
128.4,ELS,30.0,111,3,9.333333333333334
128.4,ELS,60.0,0,3,2.666666666666667
128.4,ELS,60.0,6,3,6.800000000000001
128.4,ELS,60.0,7,3,2.666666666666667
128.4,ELS,60.0,12,3,1.866666666666667
128.4,ELS,60.0,13,3,19.333333333333332
128.4,ELS,60.0,18,3,45.6
128.4,ELS,60.0,26,3,13.466666666666665
128.4,ELS,60.0,111,3,7.6
128.4,ELS,90.0,1,3,3.2
128.4,ELS,90.0,2,3,0.4
128.4,ELS,90.0,5,3,4.0
128.4,ELS,90.0,6,3,13.200000000000001
128.4,ELS,90.0,13,3,17.733333333333334
128.4,ELS,90.0,18,3,51.6
128.4,ELS,90.0,111,3,9.866666666666667
128.4,ELS,120.0,0,3,3.4666666666666663
128.4,ELS,120.0,2,3,6.933333333333333
128.4,ELS,120.0,6,3,16.666666666666664
128.4,ELS,120.0,7,3,1.0666666666666667
128.4,ELS,120.0,18,3,41.46666666666667
128.4,ELS,120.0,26,3,15.466666666666667
128.4,ELS,120.0,111,3,14.933333333333335
128.4,ELS,150.0,0,3,7.466666666666668
128.4,ELS,150.0,5,3,5.066666666666666
128.4,ELS,150.0,7,3,1.7333333333333332
128.4,ELS,150.0,9,3,0.4
128.4,ELS,150.0,18,3,68.4
128.4,ELS,150.0,111,3,16.933333333333334
128.4,ELS,180.0,0,3,15.733333333333333
128.4,ELS,180.0,1,3,30.666666666666664
128.4,ELS,180.0,3,3,7.066666666666667
128.4,ELS,180.0,6,3,17.599999999999998
128.4,ELS,180.0,9,3,0.13333333333333333
128.4,ELS,180.0,16,3,0.8
128.4,ELS,180.0,17,3,1.4666666666666666
128.4,ELS,180.0,18,3,18.0
128.4,ELS,180.0,19,3,2.4
128.4,ELS,180.0,26,3,4.666666666666667
128.4,ELS,180.0,29,3,1.4666666666666666
128.4,ELS,210.0,0,3,43.333333333333336
128.4,ELS,210.0,1,3,6.0
128.4,ELS,210.0,3,3,4.0
128.4,ELS,210.0,6,3,6.666666666666667
128.4,ELS,210.0,13,3,13.466666666666665
128.4,ELS,210.0,26,3,26.53333333333333
128.4,ELS,240.0,0,3,29.333333333333332
128.4,ELS,240.0,1,3,19.333333333333332
128.4,ELS,240.0,3,3,6.266666666666667
128.4,ELS,240.0,5,3,0.5333333333333333
128.4,ELS,240.0,6,3,5.2
128.4,ELS,240.0,10,3,0.8
128.4,ELS,240.0,18,3,33.733333333333334
128.4,ELS,240.0,111,3,4.8
128.4,ELS,270.0,0,3,14.133333333333335
128.4,ELS,270.0,1,3,10.933333333333334
128.4,ELS,270.0,2,3,13.866666666666665
128.4,ELS,270.0,3,3,5.466666666666667
128.4,ELS,270.0,4,3,3.5999999999999996
128.4,ELS,270.0,5,3,0.9333333333333335
128.4,ELS,270.0,6,3,10.8
128.4,ELS,270.0,8,3,1.2
128.4,ELS,270.0,11,3,0.26666666666666666
128.4,ELS,270.0,16,3,2.533333333333333
128.4,ELS,270.0,17,3,1.0666666666666667
128.4,ELS,270.0,18,3,25.2
128.4,ELS,270.0,23,3,2.1333333333333333
128.4,ELS,270.0,25,3,0.26666666666666666
128.4,ELS,270.0,34,3,1.4666666666666666
128.4,ELS,270.0,35,3,1.4666666666666666
128.4,ELS,270.0,111,3,4.666666666666667
128.4,ELS,300.0,0,3,57.733333333333334
128.4,ELS,300.0,1,3,15.2
128.4,ELS,300.0,3,3,0.8
128.4,ELS,300.0,6,3,16.400000000000002
128.4,ELS,300.0,17,3,0.8
128.4,ELS,300.0,26,3,6.933333333333333
128.4,ELS,300.0,29,3,2.1333333333333333
128.4,ELS,330.0,0,3,71.06666666666666
128.4,ELS,330.0,1,3,12.0
128.4,ELS,330.0,5,3,1.0666666666666667
128.4,ELS,330.0,13,3,8.133333333333333
128.4,ELS,330.0,26,3,7.733333333333333
128.4,ELS,360.0,0,3,63.6
128.4,ELS,360.0,1,3,16.266666666666666
128.4,ELS,360.0,3,3,0.6666666666666667
128.4,ELS,360.0,5,3,0.8
128.4,ELS,360.0,13,3,6.266666666666667
128.4,ELS,360.0,21,3,4.133333333333333
128.4,ELS,360.0,26,3,6.666666666666667
128.4,ELS,360.0,29,3,1.6
128.4,ELS,390.0,0,3,32.0
128.4,ELS,390.0,1,3,6.4
128.4,ELS,390.0,5,3,0.4
128.4,ELS,390.0,6,3,6.800000000000001
128.4,ELS,390.0,13,3,26.666666666666668
128.4,ELS,390.0,15,3,0.13333333333333333
128.4,ELS,390.0,18,3,5.466666666666667
128.4,ELS,390.0,26,3,21.6
128.4,ELS,390.0,29,3,0.5333333333333333
128.4,ELS,420.0,0,3,53.86666666666666
128.4,ELS,420.0,1,3,18.933333333333334
128.4,ELS,420.0,5,3,0.5333333333333333
128.4,ELS,420.0,13,3,6.533333333333332
128.4,ELS,420.0,26,3,20.133333333333333
129.1,Control,0.0,4,3,8.133333333333333
129.1,Control,0.0,6,3,68.0
129.1,Control,0.0,13,3,2.2666666666666666
129.1,Control,0.0,19,3,0.9333333333333335
129.1,Control,0.0,20,3,2.533333333333333
129.1,Control,0.0,26,3,18.133333333333333
129.1,Control,30.0,2,3,0.9333333333333335
129.1,Control,30.0,6,3,43.86666666666667
129.1,Control,30.0,12,3,0.13333333333333333
129.1,Control,30.0,13,3,4.133333333333333
129.1,Control,30.0,18,3,19.466666666666665
129.1,Control,30.0,20,3,1.7333333333333332
129.1,Control,30.0,21,3,0.6666666666666667
129.1,Control,30.0,26,3,29.06666666666667
129.1,Control,60.0,0,3,13.066666666666665
129.1,Control,60.0,1,3,24.933333333333334
129.1,Control,60.0,5,3,0.26666666666666666
129.1,Control,60.0,6,3,3.8666666666666667
129.1,Control,60.0,18,3,45.33333333333333
129.1,Control,60.0,20,3,7.333333333333333
129.1,Control,60.0,111,3,5.2
129.1,Control,90.0,0,3,2.666666666666667
129.1,Control,90.0,6,3,14.000000000000002
129.1,Control,90.0,7,3,1.0666666666666667
129.1,Control,90.0,18,3,82.26666666666667
129.1,Control,120.0,0,3,8.533333333333333
129.1,Control,120.0,1,3,2.2666666666666666
129.1,Control,120.0,6,3,13.333333333333334
129.1,Control,120.0,12,3,1.4666666666666666
129.1,Control,120.0,18,3,57.733333333333334
129.1,Control,120.0,111,3,16.666666666666664
129.1,Control,150.0,0,3,2.666666666666667
129.1,Control,150.0,3,3,0.26666666666666666
129.1,Control,150.0,7,3,0.8
129.1,Control,150.0,13,3,6.266666666666667
129.1,Control,150.0,18,3,84.66666666666667
129.1,Control,150.0,111,3,5.333333333333334
129.1,Control,180.0,0,3,28.799999999999997
129.1,Control,180.0,1,3,18.53333333333333
129.1,Control,180.0,2,3,0.13333333333333333
129.1,Control,180.0,3,3,6.666666666666667
129.1,Control,180.0,6,3,34.8
129.1,Control,180.0,7,3,1.2
129.1,Control,180.0,15,3,0.5333333333333333
129.1,Control,180.0,16,3,0.26666666666666666
129.1,Control,180.0,22,3,2.4
129.1,Control,180.0,25,3,3.2
129.1,Control,180.0,26,3,2.0
129.1,Control,180.0,30,3,0.8
129.1,Control,180.0,31,3,0.5333333333333333
129.1,Control,180.0,33,3,0.13333333333333333
129.1,Control,210.0,0,3,27.200000000000003
129.1,Control,210.0,1,3,19.066666666666666
129.1,Control,210.0,2,3,2.1333333333333333
129.1,Control,210.0,3,3,1.2
129.1,Control,210.0,5,3,3.5999999999999996
129.1,Control,210.0,6,3,4.533333333333333
129.1,Control,210.0,12,3,0.13333333333333333
129.1,Control,210.0,13,3,26.266666666666666
129.1,Control,210.0,15,3,1.866666666666667
129.1,Control,210.0,18,3,8.4
129.1,Control,210.0,111,3,5.6000000000000005
129.1,Control,240.0,0,3,54.53333333333333
129.1,Control,240.0,13,3,45.46666666666667
129.1,Control,270.0,0,3,12.8
129.1,Control,270.0,1,3,26.0
129.1,Control,270.0,6,3,2.8000000000000003
129.1,Control,270.0,9,3,0.6666666666666667
129.1,Control,270.0,13,3,31.333333333333336
129.1,Control,270.0,20,3,1.0666666666666667
129.1,Control,270.0,26,3,21.73333333333333
129.1,Control,270.0,30,3,1.4666666666666666
129.1,Control,270.0,34,3,0.13333333333333333
129.1,Control,270.0,35,3,2.0
129.1,Control,300.0,0,3,36.4
129.1,Control,300.0,1,3,19.466666666666665
129.1,Control,300.0,13,3,44.13333333333333
129.1,Control,330.0,0,3,70.93333333333334
129.1,Control,330.0,1,3,14.533333333333335
129.1,Control,330.0,13,3,14.533333333333335
129.1,Control,360.0,0,3,84.53333333333333
129.1,Control,360.0,1,3,9.2
129.1,Control,360.0,2,3,2.933333333333333
129.1,Control,360.0,5,3,1.6
129.1,Control,360.0,10,3,0.26666666666666666
129.1,Control,360.0,16,3,0.5333333333333333
129.1,Control,360.0,23,3,0.9333333333333335
129.1,Control,390.0,0,3,68.53333333333333
129.1,Control,390.0,1,3,17.2
129.1,Control,390.0,4,3,0.6666666666666667
129.1,Control,390.0,5,3,2.4
129.1,Control,390.0,6,3,8.0
129.1,Control,390.0,13,3,3.2
129.1,Control,420.0,0,3,78.4
129.1,Control,420.0,3,3,0.26666666666666666
129.1,Control,420.0,13,3,21.333333333333336
129.4,Control,0.0,0,3,5.333333333333334
129.4,Control,0.0,1,3,26.53333333333333
129.4,Control,0.0,4,3,2.533333333333333
129.4,Control,0.0,6,3,63.46666666666667
129.4,Control,0.0,7,3,2.1333333333333333
129.4,Control,30.0,0,3,5.333333333333334
129.4,Control,30.0,1,3,35.333333333333336
129.4,Control,30.0,3,3,7.066666666666667
129.4,Control,30.0,6,3,28.666666666666668
129.4,Control,30.0,7,3,1.6
129.4,Control,30.0,26,3,10.8
129.4,Control,30.0,111,3,11.200000000000001
129.4,Control,60.0,0,3,12.133333333333333
129.4,Control,60.0,1,3,27.333333333333332
129.4,Control,60.0,6,3,19.733333333333334
129.4,Control,60.0,13,3,32.93333333333333
129.4,Control,60.0,26,3,7.866666666666666
129.4,Control,90.0,0,3,3.8666666666666667
129.4,Control,90.0,1,3,49.6
129.4,Control,90.0,6,3,11.200000000000001
129.4,Control,90.0,13,3,5.733333333333333
129.4,Control,90.0,20,3,7.199999999999999
129.4,Control,90.0,26,3,8.666666666666668
129.4,Control,90.0,27,3,8.266666666666666
129.4,Control,90.0,111,3,5.466666666666667
129.4,Control,120.0,0,3,16.266666666666666
129.4,Control,120.0,1,3,35.46666666666667
129.4,Control,120.0,5,3,0.8
129.4,Control,120.0,6,3,25.066666666666666
129.4,Control,120.0,13,3,4.666666666666667
129.4,Control,120.0,18,3,4.266666666666667
129.4,Control,120.0,20,3,1.6
129.4,Control,120.0,26,3,8.799999999999999
129.4,Control,120.0,111,3,3.0666666666666664
129.4,Control,150.0,0,3,15.866666666666667
129.4,Control,150.0,1,3,64.4
129.4,Control,150.0,3,3,3.8666666666666667
129.4,Control,150.0,6,3,8.933333333333334
129.4,Control,150.0,111,3,6.933333333333333
129.4,Control,180.0,0,3,33.733333333333334
129.4,Control,180.0,1,3,12.8
129.4,Control,180.0,2,3,2.4
129.4,Control,180.0,3,3,8.666666666666668
129.4,Control,180.0,6,3,7.066666666666667
129.4,Control,180.0,7,3,1.7333333333333332
129.4,Control,180.0,13,3,10.266666666666667
129.4,Control,180.0,18,3,11.866666666666667
129.4,Control,180.0,23,3,2.8000000000000003
129.4,Control,180.0,25,3,2.0
129.4,Control,180.0,29,3,0.6666666666666667
129.4,Control,180.0,111,3,6.0
129.4,Control,210.0,0,3,78.13333333333333
129.4,Control,210.0,1,3,16.8
129.4,Control,210.0,6,3,3.0666666666666664
129.4,Control,210.0,15,3,0.8
129.4,Control,210.0,30,3,0.8
129.4,Control,210.0,34,3,0.4
129.4,Control,240.0,0,3,62.53333333333333
129.4,Control,240.0,1,3,7.733333333333333
129.4,Control,240.0,3,3,9.6
129.4,Control,240.0,4,3,9.866666666666667
129.4,Control,240.0,6,3,4.8
129.4,Control,240.0,13,3,1.6
129.4,Control,240.0,26,3,3.8666666666666667
129.4,Control,270.0,0,3,40.13333333333333
129.4,Control,270.0,1,3,24.53333333333333
129.4,Control,270.0,3,3,2.666666666666667
129.4,Control,270.0,4,3,6.0
129.4,Control,270.0,6,3,11.733333333333333
129.4,Control,270.0,11,3,1.2
129.4,Control,270.0,13,3,8.4
129.4,Control,270.0,16,3,0.6666666666666667
129.4,Control,270.0,19,3,1.866666666666667
129.4,Control,270.0,30,3,2.8000000000000003
129.4,Control,300.0,0,3,36.666666666666664
129.4,Control,300.0,1,3,27.866666666666667
129.4,Control,300.0,3,3,5.6000000000000005
129.4,Control,300.0,4,3,20.133333333333333
129.4,Control,300.0,5,3,1.7333333333333332
129.4,Control,300.0,13,3,5.733333333333333
129.4,Control,300.0,19,3,1.0666666666666667
129.4,Control,300.0,25,3,1.2
129.4,Control,330.0,0,3,42.8
129.4,Control,330.0,3,3,1.7333333333333332
129.4,Control,330.0,4,3,16.933333333333334
129.4,Control,330.0,13,3,38.53333333333334
129.4,Control,360.0,0,3,55.733333333333334
129.4,Control,360.0,1,3,7.733333333333333
129.4,Control,360.0,4,3,0.5333333333333333
129.4,Control,360.0,6,3,2.533333333333333
129.4,Control,360.0,9,3,1.6
129.4,Control,360.0,11,3,0.8
129.4,Control,360.0,13,3,26.93333333333333
129.4,Control,360.0,23,3,2.933333333333333
129.4,Control,360.0,111,3,1.2
129.4,Control,390.0,0,3,41.86666666666667
129.4,Control,390.0,1,3,10.533333333333333
129.4,Control,390.0,2,3,2.2666666666666666
129.4,Control,390.0,4,3,1.2
129.4,Control,390.0,6,3,12.666666666666668
129.4,Control,390.0,13,3,29.46666666666667
129.4,Control,390.0,111,3,2.0
129.4,Control,420.0,0,3,89.2
129.4,Control,420.0,3,3,0.8
129.4,Control,420.0,13,3,10.0
133.3,ELS,0.0,0,3,1.3333333333333335
133.3,ELS,0.0,2,3,21.333333333333336
133.3,ELS,0.0,3,3,4.3999999999999995
133.3,ELS,0.0,5,3,7.733333333333333
133.3,ELS,0.0,7,3,18.53333333333333
133.3,ELS,0.0,9,3,0.6666666666666667
133.3,ELS,0.0,10,3,2.933333333333333
133.3,ELS,0.0,11,3,2.4
133.3,ELS,0.0,12,3,4.8
133.3,ELS,0.0,15,3,2.533333333333333
133.3,ELS,0.0,16,3,3.733333333333334
133.3,ELS,0.0,17,3,2.1333333333333333
133.3,ELS,0.0,21,3,0.9333333333333335
133.3,ELS,0.0,27,3,24.266666666666666
133.3,ELS,0.0,111,3,2.2666666666666666
133.3,ELS,30.0,0,3,5.333333333333334
133.3,ELS,30.0,1,3,2.533333333333333
133.3,ELS,30.0,2,3,15.6
133.3,ELS,30.0,3,3,24.933333333333334
133.3,ELS,30.0,6,3,22.26666666666667
133.3,ELS,30.0,7,3,6.0
133.3,ELS,30.0,11,3,2.2666666666666666
133.3,ELS,30.0,12,3,3.8666666666666667
133.3,ELS,30.0,16,3,0.8
133.3,ELS,30.0,17,3,1.0666666666666667
133.3,ELS,30.0,27,3,13.466666666666665
133.3,ELS,30.0,111,3,1.866666666666667
133.3,ELS,60.0,0,3,9.733333333333333
133.3,ELS,60.0,1,3,12.4
133.3,ELS,60.0,2,3,5.2
133.3,ELS,60.0,3,3,9.333333333333334
133.3,ELS,60.0,5,3,9.333333333333334
133.3,ELS,60.0,6,3,22.133333333333333
133.3,ELS,60.0,7,3,7.466666666666668
133.3,ELS,60.0,8,3,0.5333333333333333
133.3,ELS,60.0,9,3,0.4
133.3,ELS,60.0,11,3,0.8
133.3,ELS,60.0,13,3,22.0
133.3,ELS,60.0,25,3,0.6666666666666667
133.3,ELS,90.0,0,3,0.8
133.3,ELS,90.0,1,3,2.2666666666666666
133.3,ELS,90.0,2,3,13.333333333333334
133.3,ELS,90.0,6,3,8.133333333333333
133.3,ELS,90.0,9,3,0.5333333333333333
133.3,ELS,90.0,11,3,0.5333333333333333
133.3,ELS,90.0,12,3,1.2
133.3,ELS,90.0,13,3,43.733333333333334
133.3,ELS,90.0,20,3,2.933333333333333
133.3,ELS,90.0,27,3,21.73333333333333
133.3,ELS,90.0,30,3,0.6666666666666667
133.3,ELS,90.0,111,3,4.133333333333333
133.3,ELS,120.0,0,3,5.6000000000000005
133.3,ELS,120.0,1,3,15.333333333333332
133.3,ELS,120.0,3,3,26.0
133.3,ELS,120.0,6,3,3.4666666666666663
133.3,ELS,120.0,11,3,0.26666666666666666
133.3,ELS,120.0,13,3,46.400000000000006
133.3,ELS,120.0,25,3,2.933333333333333
133.3,ELS,150.0,0,3,34.93333333333333
133.3,ELS,150.0,1,3,21.066666666666666
133.3,ELS,150.0,2,3,4.666666666666667
133.3,ELS,150.0,3,3,10.4
133.3,ELS,150.0,5,3,12.8
133.3,ELS,150.0,6,3,3.4666666666666663
133.3,ELS,150.0,7,3,4.933333333333334
133.3,ELS,150.0,13,3,4.0
133.3,ELS,150.0,17,3,1.866666666666667
133.3,ELS,150.0,26,3,1.866666666666667
133.3,ELS,180.0,0,3,33.86666666666667
133.3,ELS,180.0,1,3,9.733333333333333
133.3,ELS,180.0,3,3,6.800000000000001
133.3,ELS,180.0,4,3,0.26666666666666666
133.3,ELS,180.0,5,3,8.666666666666668
133.3,ELS,180.0,6,3,16.266666666666666
133.3,ELS,180.0,11,3,0.6666666666666667
133.3,ELS,180.0,12,3,4.133333333333333
133.3,ELS,180.0,13,3,9.333333333333334
133.3,ELS,180.0,14,3,1.6
133.3,ELS,180.0,20,3,3.0666666666666664
133.3,ELS,180.0,23,3,3.0666666666666664
133.3,ELS,180.0,29,3,0.5333333333333333
133.3,ELS,180.0,34,3,2.0
133.3,ELS,210.0,0,3,74.13333333333333
133.3,ELS,210.0,1,3,9.466666666666667
133.3,ELS,210.0,5,3,1.6
133.3,ELS,210.0,6,3,11.333333333333332
133.3,ELS,210.0,10,3,0.4
133.3,ELS,210.0,19,3,0.4
133.3,ELS,210.0,23,3,1.0666666666666667
133.3,ELS,210.0,30,3,1.3333333333333335
133.3,ELS,210.0,34,3,0.26666666666666666
133.3,ELS,240.0,0,3,47.86666666666667
133.3,ELS,240.0,1,3,20.4
133.3,ELS,240.0,2,3,2.533333333333333
133.3,ELS,240.0,3,3,13.066666666666665
133.3,ELS,240.0,5,3,1.2
133.3,ELS,240.0,6,3,12.0
133.3,ELS,240.0,12,3,0.5333333333333333
133.3,ELS,240.0,17,3,2.4
133.3,ELS,270.0,0,3,62.93333333333333
133.3,ELS,270.0,1,3,8.0
133.3,ELS,270.0,3,3,12.8
133.3,ELS,270.0,4,3,0.26666666666666666
133.3,ELS,270.0,6,3,6.0
133.3,ELS,270.0,23,3,3.3333333333333335
133.3,ELS,270.0,28,3,4.0
133.3,ELS,270.0,30,3,1.4666666666666666
133.3,ELS,270.0,31,3,0.5333333333333333
133.3,ELS,270.0,34,3,0.6666666666666667
133.3,ELS,300.0,0,3,48.13333333333333
133.3,ELS,300.0,1,3,9.2
133.3,ELS,300.0,3,3,3.4666666666666663
133.3,ELS,300.0,4,3,1.7333333333333332
133.3,ELS,300.0,6,3,26.13333333333333
133.3,ELS,300.0,8,3,0.26666666666666666
133.3,ELS,300.0,10,3,0.13333333333333333
133.3,ELS,300.0,13,3,7.466666666666668
133.3,ELS,300.0,14,3,0.9333333333333335
133.3,ELS,300.0,15,3,1.866666666666667
133.3,ELS,300.0,23,3,0.26666666666666666
133.3,ELS,300.0,31,3,0.4
133.3,ELS,330.0,0,3,30.533333333333335
133.3,ELS,330.0,1,3,20.0
133.3,ELS,330.0,3,3,9.2
133.3,ELS,330.0,6,3,28.000000000000004
133.3,ELS,330.0,12,3,0.9333333333333335
133.3,ELS,330.0,18,3,11.333333333333332
133.3,ELS,360.0,0,3,29.2
133.3,ELS,360.0,1,3,14.399999999999999
133.3,ELS,360.0,2,3,0.26666666666666666
133.3,ELS,360.0,3,3,11.466666666666667
133.3,ELS,360.0,4,3,2.933333333333333
133.3,ELS,360.0,5,3,11.733333333333333
133.3,ELS,360.0,6,3,20.533333333333335
133.3,ELS,360.0,7,3,1.2
133.3,ELS,360.0,9,3,0.4
133.3,ELS,360.0,10,3,0.26666666666666666
133.3,ELS,360.0,13,3,2.666666666666667
133.3,ELS,360.0,14,3,0.9333333333333335
133.3,ELS,360.0,23,3,2.8000000000000003
133.3,ELS,360.0,30,3,0.9333333333333335
133.3,ELS,360.0,31,3,0.26666666666666666
133.3,ELS,390.0,0,3,76.53333333333333
133.3,ELS,390.0,1,3,6.800000000000001
133.3,ELS,390.0,2,3,5.066666666666666
133.3,ELS,390.0,4,3,0.8
133.3,ELS,390.0,6,3,6.800000000000001
133.3,ELS,390.0,10,3,0.26666666666666666
133.3,ELS,390.0,27,3,3.733333333333334
133.3,ELS,420.0,0,3,42.4
133.3,ELS,420.0,1,3,25.866666666666667
133.3,ELS,420.0,3,3,16.53333333333333
133.3,ELS,420.0,5,3,1.4666666666666666
133.3,ELS,420.0,7,3,1.7333333333333332
133.3,ELS,420.0,22,3,4.266666666666667
133.3,ELS,420.0,26,3,3.4666666666666663
133.3,ELS,420.0,28,3,4.266666666666667
134.2,ELS,0.0,1,3,12.0
134.2,ELS,0.0,2,3,28.666666666666668
134.2,ELS,0.0,3,3,6.533333333333332
134.2,ELS,0.0,5,3,22.53333333333333
134.2,ELS,0.0,6,3,11.733333333333333
134.2,ELS,0.0,10,3,1.0666666666666667
134.2,ELS,0.0,12,3,3.8666666666666667
134.2,ELS,0.0,15,3,2.0
134.2,ELS,0.0,16,3,0.8
134.2,ELS,0.0,17,3,6.533333333333332
134.2,ELS,0.0,21,3,2.2666666666666666
134.2,ELS,0.0,27,3,2.0
134.2,ELS,30.0,1,3,4.933333333333334
134.2,ELS,30.0,2,3,16.53333333333333
134.2,ELS,30.0,3,3,33.733333333333334
134.2,ELS,30.0,5,3,27.066666666666666
134.2,ELS,30.0,7,3,5.733333333333333
134.2,ELS,30.0,10,3,4.933333333333334
